Process Date,Amount,Other Party,Credit Plan Name,Transaction Date,Foreign Details,City,Country Code
19/08/2013,-8.51,"NEW WORLD BISHOPDALE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",18/08/2013,,,
20/08/2013,-5.00,"SUBWAY WAIRAKEI        BURNSIDE      NZ","PURCHASES",20/08/2013,,,
21/08/2013,-126.98,"BARKERS ONLINE NORTH H NORTH HARBOUR NZ","PURCHASES AMERICAN EXPRESS",20/08/2013,,,
23/08/2013,-139.34,"COUNTDOWN - NORTHLANDS CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",21/08/2013,,,
26/08/2013,-52.17,"AUCKLAND AIRPORT TRAVE MANUKAU AUCKL NZ","PURCHASES AMERICAN EXPRESS",23/08/2013,,,
26/08/2013,-315.00,"DFS AK AIRPORT AIR 81  MANGERE       NZ","PURCHASES",23/08/2013,,,
26/08/2013,-10.21,"CORAK RENTAK SDN BHD   SEPANG        MY","PURCHASES AMERICAN EXPRESS",24/08/2013,"08/24/13         25.80    MYR FOREIGN CURRENCY FEE $ 0.24 NZD INCLUDED",,
02/09/2013,650.00,"PAYMENT RECEIVED       THANK YOU     NZL",,31/08/2013,,,
03/09/2013,-54.48,"ER HAO TANG CHU        GUANGZHOU     CN","PURCHASES",30/08/2013,"08/30/13        251.00    CNY FOREIGN CURRENCY FEE $ 1.33 NZD INCLUDED",,
04/09/2013,-252.80,"JR DUTY FREE - AKL ARR MANGERE       NZ","PURCHASES AMERICAN EXPRESS",03/09/2013,,,
06/09/2013,-37.92,"NEW WORLD WGTN CITY    WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",05/09/2013,,,
06/09/2013,-7.00,"WELLINGTON CABLE CAR   WELLINGTON    NZ","PURCHASES",05/09/2013,,,
09/09/2013,-18.90,"YHA WELLINGTON CITY    WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",05/09/2013,,,
09/09/2013,-12.00,"SAN FRANCISCO BATH HOU TE ARO        NZ","PURCHASES AMERICAN EXPRESS",05/09/2013,,,
09/09/2013,-18.50,"FLORIDITAS CAFE & REST WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",06/09/2013,,,
09/09/2013,-88.00,"INDEJA                 47-759-080 38 NZ","PURCHASES",06/09/2013,,,
09/09/2013,400.00,"PAYMENT RECEIVED       THANK YOU     NZL",,08/09/2013,,,
09/09/2013,140.00,"PAYMENT RECEIVED       THANK YOU     NZL",,09/09/2013,,,
09/09/2013,-5.00,"SUBWAY WAIRAKEI        BURNSIDE      NZ","PURCHASES",09/09/2013,,,
10/09/2013,-21.75,"DOCKSIDE RESTAURANT    WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",08/09/2013,,,
10/09/2013,-20.00,"2 DEGREES MOBILE       AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",08/09/2013,,,
11/09/2013,-28.67,"Z BISHOPDALE CHRISTCHU CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",10/09/2013,,,
11/09/2013,52.17,"HOLIDAY CREDIT","PURCHASES",11/09/2013,,,
12/09/2013,-10.00,"RADIUS PHARMACY MOORHO CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",10/09/2013,,,
12/09/2013,-13.32,"NEW WORLD BISHOPDALE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",11/09/2013,,,
12/09/2013,-5.99,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","PURCHASES",11/09/2013,,,
13/09/2013,-12.74,"STEAMPOWERED.COM       BELLEVUE      US","PURCHASES AMERICAN EXPRESS",12/09/2013,"09/12/13         10.00    USD FOREIGN CURRENCY FEE $ 0.31 NZD INCLUDED",,
16/09/2013,20.00,"PAYMENT RECEIVED       THANK YOU     NZL",,14/09/2013,,,
16/09/2013,-5.00,"AIRPORT FOOD CENTRE    CHRISTCHURCH  NZL","PURCHASES",16/09/2013,,,
17/09/2013,-15.07,"GRAND CAFE RESTAURANT  CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",15/09/2013,,,
17/09/2013,18.90,"HOLIDAY CREDIT","PURCHASES",17/09/2013,,,
19/09/2013,-52.86,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",18/09/2013,,,
23/09/2013,-41.18,"BISHOPDALE SERVICE STA CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",19/09/2013,,,
26/09/2013,-9.59,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","PURCHASES",25/09/2013,,,
30/09/2013,-72.69,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",27/09/2013,,,
02/10/2013,200.00,"PAYMENT RECEIVED       THANK YOU     NZL",,02/10/2013,,,
03/10/2013,-188.93,"BARKERS ONLINE NORTH H NORTH HARBOUR NZ","PURCHASES AMERICAN EXPRESS",02/10/2013,,,
03/10/2013,-181.97,"BARKERS ONLINE NORTH H NORTH HARBOUR NZ","PURCHASES AMERICAN EXPRESS",02/10/2013,,,
03/10/2013,372.00,"PAYMENT RECEIVED       THANK YOU     NZL",,03/10/2013,,,
07/10/2013,-39.28,"GROWERS DIRECT (1974)  CHRISTCHURCH  NZ","PURCHASES",05/10/2013,,,
08/10/2013,-40.00,"2 DEGREES MOBILE       AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",07/10/2013,,,
08/10/2013,10.00,"PAYMENT RECEIVED       THANK YOU     NZL",,08/10/2013,,,
09/10/2013,-6.98,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","PURCHASES",08/10/2013,,,
10/10/2013,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,10/10/2013,,,
16/10/2013,-6.59,"NEW WORLD BISHOPDALE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",15/10/2013,,,
16/10/2013,-5.00,"SUBWAY WAIRAKEI        BURNSIDE      NZ","PURCHASES",16/10/2013,,,
17/10/2013,-19.90,"KIKKI K RICCARTON      CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",16/10/2013,,,
21/10/2013,-50.78,"Z BURNSIDE BURNSIDE CH CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",19/10/2013,,,
21/10/2013,-7.99,"PICCADILLY BOOKSHOP    CHRISTCHURCH  NZL","PURCHASES",20/10/2013,,,
21/10/2013,-10.00,"YAKS N YETIS           QUEENSTOWN    NZ","PURCHASES",20/10/2013,,,
22/10/2013,-32.35,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",21/10/2013,,,
22/10/2013,-3.77,"SMITHS MITRE 10 BISHOP CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",21/10/2013,,,
22/10/2013,-0.70,"BISHOPDALE POST SHOP   CHRISTCHURCH  NZ","PURCHASES",21/10/2013,,,
23/10/2013,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,23/10/2013,,,
24/10/2013,-9.18,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","PURCHASES",23/10/2013,,,
30/10/2013,-10.97,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","PURCHASES",29/10/2013,,,
01/11/2013,-88.30,"NEW ZEALAND TRANSPORT  WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",31/10/2013,,,
01/11/2013,-284.45,"NEW ZEALAND TRANSPORT  WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",31/10/2013,,,
04/11/2013,-18.80,"THEO'S FISHERIES       RICCARTON     NZ","PURCHASES",03/11/2013,,,
04/11/2013,400.00,"PAYMENT RECEIVED       THANK YOU     NZL",,04/11/2013,,,
06/11/2013,-25.33,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",05/11/2013,,,
06/11/2013,-19.84,"KOSCO                  PAPANUI       NZ","PURCHASES",05/11/2013,,,
08/11/2013,-7.38,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","PURCHASES",07/11/2013,,,
13/11/2013,-5.00,"TRADE ME               WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",11/11/2013,,,
13/11/2013,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,13/11/2013,,,
15/11/2013,-38.12,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",14/11/2013,,,
18/11/2013,-69.19,"DASH TICKETS LTD TE AR TE ARO        NZ","PURCHASES AMERICAN EXPRESS",14/11/2013,,,
18/11/2013,-39.00,"J BALLANTYNE & CO LTD  CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",15/11/2013,,,
18/11/2013,-22.86,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",16/11/2013,,,
18/11/2013,-39.92,"WITCHERY RICCARTON CHR CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",16/11/2013,,,
18/11/2013,-25.95,"KOSCO RICCARTON        CHRISTCHURCH  NZ","PURCHASES",16/11/2013,,,
18/11/2013,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,17/11/2013,,,
20/11/2013,-20.00,"UNICEF NEW ZEALAND     WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",18/11/2013,,,
21/11/2013,-6.08,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","PURCHASES",20/11/2013,,,
22/11/2013,-4.90,"AIRPORT FOOD CENTRE    CHRISTCHURCH  NZL","PURCHASES",22/11/2013,,,
25/11/2013,120.00,"PAYMENT RECEIVED       THANK YOU     NZL",,23/11/2013,,,
25/11/2013,-3.99,"NEW WORLD BISHOPDALE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",23/11/2013,,,
25/11/2013,-7.40,"PETER TIMBS BISHOPDALE BISHOPDALE    NZ","PURCHASES",23/11/2013,,,
25/11/2013,-18.22,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",24/11/2013,,,
25/11/2013,-10.00,"9139 STEVENS NORTHLAND PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",24/11/2013,,,
25/11/2013,-12.49,"FARMERS TRADING 5579   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",24/11/2013,,,
26/11/2013,-69.00,"GRABONE                AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",25/11/2013,,,
26/11/2013,-6.30,"AIRPORT FOOD CENTRE    CHRISTCHURCH  NZL","PURCHASES",26/11/2013,,,
26/11/2013,-7.90,"AIRPORT FOOD CENTRE    CHRISTCHURCH  NZL","PURCHASES",26/11/2013,,,
27/11/2013,-21.60,"BISHOPDALE SERVICE STA CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",25/11/2013,,,
27/11/2013,-4.90,"AIRPORT FOOD CENTRE    CHRISTCHURCH  NZL","PURCHASES",27/11/2013,,,
03/12/2013,-16.85,"BISHOPDALE SERVICE STA CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",01/12/2013,,,
09/12/2013,-27.53,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",06/12/2013,,,
09/12/2013,-13.70,"THE WAREHOUSE - 120 -  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",06/12/2013,,,
09/12/2013,-42.00,"GRABONE                AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",07/12/2013,,,
09/12/2013,200.00,"PAYMENT RECEIVED       THANK YOU     NZL",,08/12/2013,,,
09/12/2013,-4.49,"NEW WORLD BISHOPDALE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",08/12/2013,,,
09/12/2013,-5.99,"LIFE PHARMACY NORTHLAN CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",08/12/2013,,,
10/12/2013,-40.00,"2 DEGREES MOBILE       AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",09/12/2013,,,
10/12/2013,-29.94,"DOMINOS B/DALE 98916   BISHOPDALE    NZL","PURCHASES",10/12/2013,,,
13/12/2013,-50.27,"BISHOPDALE SERVICE STA CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",11/12/2013,,,
13/12/2013,-42.00,"HELL PIZZA BISHOPDALE  CHRISTCHURCH  NZ","PURCHASES",12/12/2013,,,
16/12/2013,-2.99,"NEW WORLD BISHOPDALE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",14/12/2013,,,
16/12/2013,230.00,"PAYMENT RECEIVED       THANK YOU     NZL",,15/12/2013,,,
16/12/2013,-32.68,"THE MAD BUTCHER NORTHC NORTH COTE    NZ","PURCHASES AMERICAN EXPRESS",15/12/2013,,,
17/12/2013,-13.26,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","PURCHASES",16/12/2013,,,
17/12/2013,-7.90,"AIRPORT FOOD CENTRE    CHRISTCHURCH  NZL","PURCHASES",17/12/2013,,,
17/12/2013,-29.00,"JETSTAR AIR MELBOURNE  MELBOURNE     AU","PURCHASES AMERICAN EXPRESS",17/12/2013,,,
19/12/2013,-4.90,"AIRPORT FOOD CENTRE    CHRISTCHURCH  NZL","PURCHASES",19/12/2013,,,
19/12/2013,-157.84,"LUMLEY GENERAL INS NZ  AUCKLAND      NZL","PURCHASES",19/12/2013,,,
20/12/2013,-1.40,"BISHOPDALE POST SHOP   CHRISTCHURCH  NZ","PURCHASES",19/12/2013,,,
23/12/2013,-39.89,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",20/12/2013,,,
23/12/2013,250.00,"PAYMENT RECEIVED       THANK YOU     NZL",,21/12/2013,,,
24/12/2013,40.00,"PAYMENT RECEIVED       THANK YOU     NZL",,24/12/2013,,,
27/12/2013,-3.00,"LIVING & GIVING - 73 - CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",24/12/2013,,,
27/12/2013,-38.94,"9478 COUNTDOWN AVONHEA AVONHEAD      NZ","PURCHASES AMERICAN EXPRESS",26/12/2013,,,
30/12/2013,-7.39,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",27/12/2013,,,
30/12/2013,-3.70,"BB'S CAFE NORTHLANDS   PAPANUI       NZ","PURCHASES",27/12/2013,,,
31/12/2013,-5.99,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","PURCHASES",30/12/2013,,,
03/01/2014,-48.27,"Z BURNSIDE BURNSIDE CH CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",31/12/2013,,,
06/01/2014,-33.50,"TERRA VIVA CAFE & DELI CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",03/01/2014,,,
06/01/2014,-10.57,"WAIRAKEI SUPER VALUE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",03/01/2014,,,
07/01/2014,-9.63,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",06/01/2014,,,
07/01/2014,-17.99,"9139 STEVENS NORTHLAND PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",06/01/2014,,,
07/01/2014,180.00,"PAYMENT RECEIVED       THANK YOU     NZL",,07/01/2014,,,
10/01/2014,-43.42,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",09/01/2014,,,
13/01/2014,-900.00,"REGISTRY CASHIERS A    CHRISTCHURCH  NZ","PURCHASES",10/01/2014,,,
13/01/2014,-4000.00,"REGISTRY CASHIERS A    CHRISTCHURCH  NZ","PURCHASES",10/01/2014,,,
13/01/2014,-8.80,"COFFEE CORNER          CHRISTCHURCH  NZL","PURCHASES",11/01/2014,,,
13/01/2014,4900.00,"PAYMENT RECEIVED       THANK YOU     NZL",,13/01/2014,,,
15/01/2014,-1.24,"WWW.TACOMEDIA.NET      1-877-7470005 GB","PURCHASES",13/01/2014,"01/13/14          1.00    USD FOREIGN CURRENCY FEE $ 0.03 NZD INCLUDED",,
15/01/2014,-1.24,"WWW.TACOMEDIA.NET      1-877-7470005 GB","PURCHASES",13/01/2014,"01/13/14          1.00    USD FOREIGN CURRENCY FEE $ 0.03 NZD INCLUDED",,
20/01/2014,-2.99,"NEW WORLD BISHOPDALE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",18/01/2014,,,
20/01/2014,-3.10,"AIRPORT FOOD CENTRE    CHRISTCHURCH  NZL","PURCHASES",20/01/2014,,,
21/01/2014,-25.63,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",20/01/2014,,,
22/01/2014,-90.98,"BARKERS ONLINE NORTH H NORTH HARBOUR NZ","PURCHASES AMERICAN EXPRESS",21/01/2014,,,
22/01/2014,-6.17,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","PURCHASES",21/01/2014,,,
22/01/2014,200.00,"PAYMENT RECEIVED       THANK YOU     NZL",,22/01/2014,,,
23/01/2014,-3.60,"SUBWAY WAIRAKEI        BURNSIDE      NZ","PURCHASES",23/01/2014,,,
27/01/2014,-47.43,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",26/01/2014,,,
27/01/2014,-5.00,"THEO'S FISHERIES       RICCARTON     NZ","PURCHASES",26/01/2014,,,
29/01/2014,-9.10,"AIRPORT FOOD CENTRE    CHRISTCHURCH  NZL","PURCHASES",29/01/2014,,,
31/01/2014,-3.60,"SUBWAY WAIRAKEI        BURNSIDE      NZ","PURCHASES",31/01/2014,,,
03/02/2014,-6.10,"MCDONALDS CHRISTCHURCH CHRISTCHURCH  NZL","PURCHASES",31/01/2014,,,
03/02/2014,-5.29,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",31/01/2014,,,
03/02/2014,-11.95,"HANNAHS 395 CHRISTCHUR CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",31/01/2014,,,
03/02/2014,-14.80,"BENSON CAFE & RESTAU   CHRISTCHURCH  NZ","PURCHASES",31/01/2014,,,
03/02/2014,-2.10,"MCDONALDS MOORHOUSE AV CHRISTCHURCH  NZL","PURCHASES",01/02/2014,,,
03/02/2014,-15.00,"PIZZA HUTT BRYNDWR, CH AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",01/02/2014,,,
03/02/2014,-48.69,"Z BISHOPDALE CHRISTCHU CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",01/02/2014,,,
03/02/2014,60.00,"PAYMENT RECEIVED       THANK YOU     NZL",,02/02/2014,,,
04/02/2014,-1.69,"NEW WORLD BISHOPDALE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",03/02/2014,,,
05/02/2014,-40.00,"VEHICLE INSPECTION CTR BURNSIDE      NZ","PURCHASES",05/02/2014,,,
07/02/2014,-7.51,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",06/02/2014,,,
10/02/2014,200.00,"PAYMENT RECEIVED       THANK YOU     NZL",,08/02/2014,,,
10/02/2014,-40.00,"2 DEGREES MOBILE       AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",09/02/2014,,,
10/02/2014,-3.10,"AIRPORT FOOD CENTRE    CHRISTCHURCH  NZL","PURCHASES",10/02/2014,,,
10/02/2014,200.00,"PAYMENT RECEIVED       THANK YOU     NZL",,10/02/2014,,,
11/02/2014,-30.00,"FIRESTONE WAIRAKEI ROA CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",10/02/2014,,,
11/02/2014,-5.50,"VEHICLE INSPECTION CTR BURNSIDE      NZ","PURCHASES",10/02/2014,,,
13/02/2014,-29.24,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",12/02/2014,,,
17/02/2014,-5.68,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","PURCHASES",14/02/2014,,,
17/02/2014,-26.73,"KIKKI K RICCARTON      CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",16/02/2014,,,
17/02/2014,-8.99,"ACQUISTIONS - RICCARTO CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",16/02/2014,,,
18/02/2014,-115.00,"UNIVERSITY OF CANTBY   CHRISTCHURCH  NZ","PURCHASES",18/02/2014,,,
19/02/2014,-10.17,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",18/02/2014,,,
20/02/2014,-1.40,"TAYLOR'S MASTER VALET  HAREWOOD      NZ","PURCHASES AMERICAN EXPRESS",19/02/2014,,,
20/02/2014,-58.71,"Z BISHOPDALE CHRISTCHU CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",19/02/2014,,,
20/02/2014,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,20/02/2014,,,
21/02/2014,-30.00,"UOC - RECREATION CENTR CHRISTHCURCH  NZ","PURCHASES",20/02/2014,,,
24/02/2014,-7.00,"VOLSTEAD TRADING COMPA CHRISTCHURCH  NZ","PURCHASES",21/02/2014,,,
24/02/2014,-98.17,"ONLINE SUPERMARKET SHO AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",22/02/2014,,,
24/02/2014,-3.10,"AIRPORT FOOD CENTRE    CHRISTCHURCH  NZL","PURCHASES",24/02/2014,,,
26/02/2014,-30.37,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",25/02/2014,,,
26/02/2014,120.00,"PAYMENT RECEIVED       THANK YOU     NZL",,26/02/2014,,,
27/02/2014,-9.00,"9093 COUNTDOWN BUSH IN CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",26/02/2014,,,
27/02/2014,-5.79,"9093 COUNTDOWN BUSH IN CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",26/02/2014,,,
03/03/2014,-45.81,"SPRINGFIELD SRVC CNTR  SPRINGFIELD   NZL","PURCHASES",02/03/2014,,,
03/03/2014,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,02/03/2014,,,
03/03/2014,-19.95,"COTTON ON FACTORIE 980 CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",02/03/2014,,,
03/03/2014,-5.00,"GENERAL ISSUE CHRISTCH CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",02/03/2014,,,
03/03/2014,-55.00,"TREAT ME               AUCKLAND      NZ","PURCHASES",03/03/2014,,,
04/03/2014,-41.51,"DASH TICKETS LTD TE AR TE ARO        NZ","PURCHASES AMERICAN EXPRESS",03/03/2014,,,
05/03/2014,-19.86,"9174 NORTHLANDS - COUN CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",04/03/2014,,,
06/03/2014,-96.95,"TRADEME - PAY NOW      WELLINGTON    NZ","PURCHASES",05/03/2014,,,
07/03/2014,-5.45,"PEPES MEXICAN GRILL    CHRISTCHURCH  NZ","PURCHASES",07/03/2014,,,
10/03/2014,-8.00,"GOODBYE BLUE MONDAY LT CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",06/03/2014,,,
10/03/2014,-3.10,"AIRPORT FOOD CENTRE    CHRISTCHURCH  NZL","PURCHASES",08/03/2014,,,
10/03/2014,300.00,"PAYMENT RECEIVED       THANK YOU     NZL",,08/03/2014,,,
10/03/2014,-28.70,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",09/03/2014,,,
10/03/2014,-11.41,"9174 NORTHLANDS - COUN CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",09/03/2014,,,
10/03/2014,-3.42,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","PURCHASES",10/03/2014,,,
13/03/2014,-6.20,"CUT LUNCH              CHRISTCHURCH  NZ","PURCHASES",12/03/2014,,,
14/03/2014,-3.00,"THE FOUNDRY BAR        CHRISTCHURCH  NZ","PURCHASES",12/03/2014,,,
14/03/2014,-31.73,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",13/03/2014,,,
17/03/2014,-13.42,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",14/03/2014,,,
17/03/2014,50.00,"PAYMENT RECEIVED       THANK YOU     NZL",,16/03/2014,,,
17/03/2014,-3.10,"AIRPORT FOOD CENTRE    CHRISTCHURCH  NZL","PURCHASES",17/03/2014,,,
18/03/2014,-34.90,"COPENHAGEN BAKERY      CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",17/03/2014,,,
18/03/2014,-3.10,"BENTLEYS               CHRISTCHURCH  NZ","PURCHASES",17/03/2014,,,
20/03/2014,-23.30,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",19/03/2014,,,
21/03/2014,-6.90,"WAREHOUSE STATIONERY R RICCARTON     NZ","PURCHASES AMERICAN EXPRESS",20/03/2014,,,
21/03/2014,-17.95,"COLETTE                RICCARTON     NZ","PURCHASES",20/03/2014,,,
24/03/2014,-14.59,"Z BURNSIDE BURNSIDE CH CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",21/03/2014,,,
24/03/2014,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,22/03/2014,,,
24/03/2014,-1.19,"NEW WORLD BISHOPDALE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",22/03/2014,,,
24/03/2014,-1.99,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","PURCHASES",22/03/2014,,,
26/03/2014,-57.21,"Z BURNSIDE BURNSIDE CH CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",25/03/2014,,,
28/03/2014,-15.40,"KFC RICCARTON MALL     RICCARTON     NZ","PURCHASES",27/03/2014,,,
28/03/2014,-3.10,"AIRPORT FOOD CENTRE    CHRISTCHURCH  NZL","PURCHASES",28/03/2014,,,
31/03/2014,-43.06,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",28/03/2014,,,
31/03/2014,-20.00,"DIVA 2303 RICCARTON    RICCARTON     NZL","PURCHASES",29/03/2014,,,
31/03/2014,-5.00,"K MART                 CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",29/03/2014,,,
31/03/2014,-20.00,"GLASSONS 09 RICCARTON  RICCARTON     NZ","PURCHASES AMERICAN EXPRESS",29/03/2014,,,
31/03/2014,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,30/03/2014,,,
04/04/2014,-51.80,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",03/04/2014,,,
04/04/2014,-29.98,"TEMT NORTHLANDS (7209) CHRISTCHURCH  NZ","PURCHASES",03/04/2014,,,
04/04/2014,-73.97,"VALLEYGIRL NORTHLANDS  CHRISTCHURCH  NZ","PURCHASES",03/04/2014,,,
04/04/2014,-5.50,"SUBWAY WAIRAKEI        BURNSIDE      NZ","PURCHASES",04/04/2014,,,
07/04/2014,-4.50,"Z BISHOPDALE CHRISTCHU CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",04/04/2014,,,
07/04/2014,300.00,"PAYMENT RECEIVED       THANK YOU     NZL",,05/04/2014,,,
07/04/2014,-8.00,"MCDONALDS CHRISTCHURCH CHRISTCHURCH  NZL","PURCHASES",05/04/2014,,,
08/04/2014,-92.48,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",07/04/2014,,,
08/04/2014,-1770.00,"SINGAPORE AIRLINES CHI AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",08/04/2014,,,
